,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022 Total,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023 Total,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 Total,,,,,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 Total,,,,,2026,,,,,Grand Total,,,,
BALZAC,CENTRAL STAY SA,466,3'586.25,3'862.30,3'862.30,0.00,0.00,3'223.40,3'471.55,3'471.55,0.00,0.00,3'047.40,3'281.95,3'281.95,0.00,0.00,2'779.05,2'993.00,2'993.00,0.00,0.00,3'299.30,3'553.25,3'553.25,0.00,0.00,2'518.30,2'712.15,2'712.15,0.00,0.00,2'415.40,2'601.35,2'601.35,0.00,0.00,1'919.25,2'067.00,2'067.00,0.00,0.00,2'190.75,2'359.45,2'359.45,0.00,0.00,2'352.15,2'533.25,2'533.25,0.00,0.00,2'052.65,2'210.75,2'210.75,0.00,0.00,2'078.20,2'238.20,2'238.20,0.00,0.00,31'462.10,33'884.20,33'884.20,0.00,0.00,2'691.75,2'899.05,2'899.05,0.00,0.00,1'142.55,1'230.50,1'230.50,0.00,0.00,1'847.25,1'989.50,1'989.50,0.00,0.00,2'892.15,3'114.80,3'114.80,0.00,0.00,1'404.90,1'513.10,1'513.10,0.00,0.00,1'806.60,1'945.70,1'945.70,0.00,0.00,2'261.60,2'435.70,2'435.70,0.00,0.00,2'305.10,2'482.55,2'482.55,0.00,0.00,1'622.70,1'747.65,1'747.65,0.00,0.00,3'430.45,3'694.50,3'694.50,0.00,0.00,1'339.20,1'442.30,1'442.30,0.00,0.00,2'295.80,2'472.60,2'472.60,0.00,0.00,25'040.05,26'967.95,26'967.95,0.00,0.00,1'572.15,1'699.50,1'699.50,0.00,0.00,1'300.15,1'405.45,1'405.45,0.00,0.00,1'650.75,1'784.45,1'784.45,0.00,0.00,1'991.35,2'152.70,2'152.70,0.00,0.00,2'359.45,2'550.55,2'550.55,0.00,0.00,1'375.30,1'486.75,1'486.75,0.00,0.00,1'935.00,2'091.70,2'091.70,0.00,0.00,2'001.20,2'163.30,2'163.30,0.00,0.00,1'741.85,1'882.90,1'882.90,0.00,0.00,1'968.50,2'128.00,2'128.00,0.00,0.00,933.40,1'008.95,1'008.95,0.00,0.00,,,,,,18'829.10,20'354.25,20'354.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2'143.80,2'317.45,2'317.45,0.00,0.00,991.80,1'072.25,1'072.25,0.00,0.00,1'991.05,2'152.30,2'152.30,0.00,0.00,1'487.45,1'608.10,1'608.10,0.00,0.00,1'309.10,1'415.00,1'415.00,0.00,0.00,1'602.15,1'731.95,1'731.95,0.00,0.00,9'525.35,10'297.05,10'297.05,0.00,0.00,1'418.00,1'532.80,1'532.80,0.00,0.00,86'274.60,93'036.25,93'036.25,0.00,0.00
BARCAROLLE,B.H. BAYS Hôtels SA,6759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5'707.15,6'146.65,6'146.65,0.00,0.00,5'004.40,5'389.65,5'389.65,0.00,0.00,5'315.65,5'725.00,5'725.00,0.00,0.00,7'867.35,8'473.05,8'473.05,0.00,0.00,9'332.55,10'051.10,10'051.10,0.00,0.00,11'764.95,12'670.90,12'670.90,0.00,0.00,11'128.80,11'985.80,11'985.80,0.00,0.00,9'417.30,10'142.40,10'142.40,0.00,0.00,7'348.65,7'914.55,7'914.55,0.00,0.00,4'300.20,4'631.25,4'631.25,0.00,0.00,1'867.90,2'011.80,2'011.80,0.00,0.00,79'054.90,85'142.15,85'142.15,0.00,0.00,2'747.20,2'969.70,2'969.70,0.00,0.00,3'602.40,3'894.15,3'894.15,0.00,0.00,4'270.25,4'616.20,4'616.20,0.00,0.00,6'083.70,6'576.50,6'576.50,0.00,0.00,7'499.70,8'107.15,8'107.15,0.00,0.00,8'516.00,9'205.95,9'205.95,0.00,0.00,10'337.65,11'175.05,11'175.05,0.00,0.00,11'056.55,11'952.25,11'952.25,0.00,0.00,9'516.50,10'287.40,10'287.40,0.00,0.00,5'971.30,6'455.10,6'455.10,0.00,0.00,5'560.60,6'010.95,6'010.95,0.00,0.00,3'140.55,3'395.00,3'395.00,0.00,0.00,78'302.40,84'645.40,84'645.40,0.00,0.00,2'801.10,3'028.05,3'028.05,0.00,0.00,4'063.30,4'392.45,4'392.45,0.00,0.00,4'378.45,4'733.05,4'733.05,0.00,0.00,5'410.35,5'848.65,5'848.65,0.00,0.00,8'070.55,8'724.35,8'724.35,0.00,0.00,10'729.55,11'598.65,11'598.65,0.00,0.00,12'962.95,14'012.95,14'012.95,0.00,0.00,9'881.35,10'681.70,10'681.70,0.00,0.00,9'489.10,10'257.75,10'257.75,0.00,0.00,6'556.45,7'087.50,7'087.50,0.00,0.00,5'305.55,5'735.45,5'735.45,0.00,0.00,3'943.00,4'262.40,4'262.40,0.00,0.00,83'591.70,90'362.95,90'362.95,0.00,0.00,5'300.90,5'730.20,5'730.20,0.00,0.00,246'249.90,265'880.70,265'880.70,0.00,0.00
BATELIÈRE,CAFE-RESTAURANT LA BATELIÈRE,6777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.00,713.05,713.05,0.00,0.00,400.00,430.80,430.80,0.00,0.00,400.00,430.80,430.80,0.00,0.00,400.00,430.80,430.80,0.00,0.00,400.00,430.80,430.80,0.00,0.00,2'262.00,2'436.25,2'436.25,0.00,0.00,,,,,,204.30,220.80,220.80,0.00,0.00,,,,,,,,,,,669.50,723.75,723.75,0.00,0.00,332.70,359.70,359.70,0.00,0.00,612.30,661.90,661.90,0.00,0.00,665.30,719.15,719.15,0.00,0.00,495.30,535.40,535.40,0.00,0.00,-1'119.00,-1'209.50,-1'209.50,0.00,0.00,,,,,,2'272.00,2'456.00,2'456.00,0.00,0.00,4'132.40,4'467.20,4'467.20,0.00,0.00,400.00,432.30,432.30,0.00,0.00,400.00,432.45,432.45,0.00,0.00,400.00,432.40,432.40,0.00,0.00,400.00,432.40,432.40,0.00,0.00,407.50,440.50,440.50,0.00,0.00,439.40,475.05,475.05,0.00,0.00,400.00,432.40,432.40,0.00,0.00,,,,,,,,,,,,,,,,2'551.30,2'757.90,2'757.90,0.00,0.00,,,,,,5'398.20,5'835.40,5'835.40,0.00,0.00,,,,,,11'792.60,12'738.85,12'738.85,0.00,0.00
BEATFITNES,BEAT FITNESS SA,6708,954.90,1'028.50,1'028.50,0.00,0.00,1'115.65,1'201.65,1'201.65,0.00,0.00,1'438.55,1'549.30,1'549.30,0.00,0.00,1'197.90,1'290.05,1'290.05,0.00,0.00,1'726.95,1'860.05,1'860.05,0.00,0.00,1'380.00,1'486.30,1'486.30,0.00,0.00,1'361.40,1'466.20,1'466.20,0.00,0.00,1'358.80,1'463.40,1'463.40,0.00,0.00,1'456.50,1'568.50,1'568.50,0.00,0.00,1'454.00,1'566.05,1'566.05,0.00,0.00,1'308.75,1'409.55,1'409.55,0.00,0.00,871.95,939.10,939.10,0.00,0.00,15'625.35,16'828.65,16'828.65,0.00,0.00,1'141.35,1'229.30,1'229.30,0.00,0.00,1'398.20,1'505.95,1'505.95,0.00,0.00,1'460.85,1'573.40,1'573.40,0.00,0.00,1'112.30,1'197.90,1'197.90,0.00,0.00,1'324.55,1'426.45,1'426.45,0.00,0.00,1'246.80,1'342.80,1'342.80,0.00,0.00,1'215.35,1'308.90,1'308.90,0.00,0.00,1'435.30,1'545.75,1'545.75,0.00,0.00,985.60,1'061.50,1'061.50,0.00,0.00,1'140.00,1'227.80,1'227.80,0.00,0.00,1'356.55,1'461.15,1'461.15,0.00,0.00,1'027.60,1'106.65,1'106.65,0.00,0.00,14'844.45,15'987.55,15'987.55,0.00,0.00,1'168.05,1'262.65,1'262.65,0.00,0.00,1'476.70,1'596.30,1'596.30,0.00,0.00,1'214.70,1'313.05,1'313.05,0.00,0.00,1'353.25,1'462.90,1'462.90,0.00,0.00,1'361.00,1'471.40,1'471.40,0.00,0.00,964.05,1'042.00,1'042.00,0.00,0.00,1'525.85,1'649.60,1'649.60,0.00,0.00,1'031.15,1'114.75,1'114.75,0.00,0.00,1'149.25,1'242.35,1'242.35,0.00,0.00,1'245.80,1'346.70,1'346.70,0.00,0.00,1'060.50,1'146.35,1'146.35,0.00,0.00,1'029.50,1'112.90,1'112.90,0.00,0.00,14'579.80,15'760.95,15'760.95,0.00,0.00,1'101.80,1'191.15,1'191.15,0.00,0.00,1'156.80,1'250.60,1'250.60,0.00,0.00,1'264.65,1'367.20,1'367.20,0.00,0.00,1'181.60,1'277.50,1'277.50,0.00,0.00,1'236.45,1'336.70,1'336.70,0.00,0.00,1'199.20,1'296.40,1'296.40,0.00,0.00,1'277.70,1'381.15,1'381.15,0.00,0.00,1'176.40,1'271.85,1'271.85,0.00,0.00,1'259.35,1'361.40,1'361.40,0.00,0.00,1'205.95,1'303.75,1'303.75,0.00,0.00,1'203.00,1'300.50,1'300.50,0.00,0.00,614.45,664.20,664.20,0.00,0.00,13'877.35,15'002.40,15'002.40,0.00,0.00,,,,,,58'926.95,63'579.55,63'579.55,0.00,0.00
BEAUSITE H,Hôtel Beausite,155,1'076.25,1'159.10,1'159.10,0.00,0.00,1'403.80,1'511.90,1'511.90,0.00,0.00,1'129.95,1'217.00,1'217.00,0.00,0.00,1'735.70,1'869.40,1'869.40,0.00,0.00,2'755.75,2'967.90,2'967.90,0.00,0.00,2'194.20,2'363.15,2'363.15,0.00,0.00,2'882.55,3'104.50,3'104.50,0.00,0.00,395.20,425.65,425.65,0.00,0.00,,,,,,,,,,,,,,,,,,,,,13'573.40,14'618.60,14'618.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13'573.40,14'618.60,14'618.60,0.00,0.00
BEAUSITE R,Résidence Beausite,156,1'097.05,1'181.55,1'181.55,0.00,0.00,850.00,915.45,915.45,0.00,0.00,844.85,909.90,909.90,0.00,0.00,873.95,941.25,941.25,0.00,0.00,1'337.45,1'440.45,1'440.45,0.00,0.00,1'064.20,1'146.15,1'146.15,0.00,0.00,1'357.95,1'462.55,1'462.55,0.00,0.00,819.20,882.25,882.25,0.00,0.00,,,,,,,,,,,,,,,,,,,,,8'244.65,8'879.55,8'879.55,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8'244.65,8'879.55,8'879.55,0.00,0.00
BELALP,BnB Belalp,146,213.95,230.45,230.45,0.00,0.00,,,,,,,,,,,272.40,293.35,293.35,0.00,0.00,261.85,282.00,282.00,0.00,0.00,199.80,215.20,215.20,0.00,0.00,247.95,267.05,267.05,0.00,0.00,156.00,168.00,168.00,0.00,0.00,142.10,153.05,153.05,0.00,0.00,138.85,149.55,149.55,0.00,0.00,201.35,216.85,216.85,0.00,0.00,165.00,177.70,177.70,0.00,0.00,1'999.25,2'153.20,2'153.20,0.00,0.00,,,,,,206.40,222.30,222.30,0.00,0.00,161.05,173.45,173.45,0.00,0.00,159.50,171.80,171.80,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.95,567.55,567.55,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2'526.20,2'720.75,2'720.75,0.00,0.00
BELLEVUE,Bellevue Sàrl,6732,184.85,199.10,199.10,0.00,0.00,614.80,662.20,662.20,0.00,0.00,382.70,412.15,412.15,0.00,0.00,675.20,727.10,727.10,0.00,0.00,944.85,1'017.55,1'017.55,0.00,0.00,663.50,714.60,714.60,0.00,0.00,1'000.95,1'078.00,1'078.00,0.00,0.00,1'379.55,1'485.85,1'485.85,0.00,0.00,749.40,807.15,807.15,0.00,0.00,427.90,460.85,460.85,0.00,0.00,244.80,263.65,263.65,0.00,0.00,,,,,,7'268.50,7'828.20,7'828.20,0.00,0.00,,,,,,,,,,,,,,,,216.95,233.65,233.65,0.00,0.00,,,,,,285.70,307.70,307.70,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.65,541.35,541.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7'771.15,8'369.55,8'369.55,0.00,0.00
BON-PORT,Plus IK SA,72,1'134.20,1'221.60,1'221.60,0.00,0.00,2'210.70,2'380.90,2'380.90,0.00,0.00,4'484.80,4'830.20,4'830.20,0.00,0.00,3'846.10,4'142.25,4'142.25,0.00,0.00,5'202.35,5'602.95,5'602.95,0.00,0.00,6'535.95,7'039.25,7'039.25,0.00,0.00,4'214.40,4'538.90,4'538.90,0.00,0.00,,,,,,-615.60,-663.00,-663.00,0.00,0.00,,,,,,,,,,,,,,,,27'012.90,29'093.05,29'093.05,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27'012.90,29'093.05,29'093.05,0.00,0.00
BOULEVARD,Base Lausanne,174,1'037.75,1'117.65,1'117.65,0.00,0.00,969.60,1'044.25,1'044.25,0.00,0.00,774.65,834.35,834.35,0.00,0.00,1'035.10,1'114.80,1'114.80,0.00,0.00,1'794.50,1'932.65,1'932.65,0.00,0.00,2'090.30,2'251.25,2'251.25,0.00,0.00,2'713.50,2'922.50,2'922.50,0.00,0.00,1'695.05,1'825.60,1'825.60,0.00,0.00,2'185.50,2'353.70,2'353.70,0.00,0.00,1'837.10,1'978.50,1'978.50,0.00,0.00,1'427.75,1'537.70,1'537.70,0.00,0.00,1'135.30,1'222.75,1'222.75,0.00,0.00,18'696.10,20'135.70,20'135.70,0.00,0.00,1'098.55,1'183.15,1'183.15,0.00,0.00,1'801.55,1'940.30,1'940.30,0.00,0.00,973.00,1'048.00,1'048.00,0.00,0.00,988.05,1'064.15,1'064.15,0.00,0.00,1'081.70,1'164.95,1'164.95,0.00,0.00,1'202.00,1'294.55,1'294.55,0.00,0.00,1'292.50,1'392.10,1'392.10,0.00,0.00,990.95,1'067.30,1'067.30,0.00,0.00,798.75,860.25,860.25,0.00,0.00,874.45,941.90,941.90,0.00,0.00,1'113.60,1'199.35,1'199.35,0.00,0.00,898.00,967.15,967.15,0.00,0.00,13'113.10,14'123.15,14'123.15,0.00,0.00,964.15,1'042.20,1'042.20,0.00,0.00,1'059.90,1'145.80,1'145.80,0.00,0.00,1'042.35,1'126.80,1'126.80,0.00,0.00,1'236.60,1'336.85,1'336.85,0.00,0.00,1'500.05,1'621.55,1'621.55,0.00,0.00,1'285.95,1'390.20,1'390.20,0.00,0.00,1'599.70,1'729.35,1'729.35,0.00,0.00,1'677.40,1'813.30,1'813.30,0.00,0.00,1'569.40,1'696.55,1'696.55,0.00,0.00,1'429.70,1'545.45,1'545.45,0.00,0.00,1'089.25,1'177.55,1'177.55,0.00,0.00,1'156.75,1'250.40,1'250.40,0.00,0.00,15'611.20,16'876.00,16'876.00,0.00,0.00,933.50,1'009.25,1'009.25,0.00,0.00,1'006.55,1'088.10,1'088.10,0.00,0.00,1'356.80,1'466.75,1'466.75,0.00,0.00,810.35,876.05,876.05,0.00,0.00,984.40,1'064.20,1'064.20,0.00,0.00,1'196.60,1'293.50,1'293.50,0.00,0.00,1'249.60,1'350.75,1'350.75,0.00,0.00,804.55,869.70,869.70,0.00,0.00,999.60,1'080.60,1'080.60,0.00,0.00,1'185.85,1'281.90,1'281.90,0.00,0.00,897.55,970.15,970.15,0.00,0.00,1'198.90,1'296.00,1'296.00,0.00,0.00,12'624.25,13'646.95,13'646.95,0.00,0.00,1'001.25,1'082.40,1'082.40,0.00,0.00,61'045.90,65'864.20,65'864.20,0.00,0.00
BOURGEOISI,Commune de Troistorrents,6744,,,,,,,,,,,24.00,25.85,25.85,0.00,0.00,,,,,,340.00,366.25,366.25,0.00,0.00,198.00,213.30,213.30,0.00,0.00,242.00,260.65,260.65,0.00,0.00,195.50,210.60,210.60,0.00,0.00,73.00,78.65,78.65,0.00,0.00,315.00,339.25,339.25,0.00,0.00,288.00,310.25,310.25,0.00,0.00,154.50,166.45,166.45,0.00,0.00,1'830.00,1'971.25,1'971.25,0.00,0.00,102.25,110.15,110.15,0.00,0.00,149.35,160.85,160.85,0.00,0.00,162.65,175.15,175.15,0.00,0.00,163.20,175.80,175.80,0.00,0.00,236.85,255.10,255.10,0.00,0.00,319.75,344.35,344.35,0.00,0.00,355.80,383.20,383.20,0.00,0.00,204.05,219.75,219.75,0.00,0.00,271.85,292.80,292.80,0.00,0.00,223.00,240.15,240.15,0.00,0.00,182.75,196.90,196.90,0.00,0.00,78.65,84.70,84.70,0.00,0.00,2'450.15,2'638.90,2'638.90,0.00,0.00,246.55,266.60,266.60,0.00,0.00,135.55,146.55,146.55,0.00,0.00,198.25,214.35,214.35,0.00,0.00,162.60,175.75,175.75,0.00,0.00,168.90,182.60,182.60,0.00,0.00,202.30,218.70,218.70,0.00,0.00,177.55,191.95,191.95,0.00,0.00,379.40,410.15,410.15,0.00,0.00,204.60,221.20,221.20,0.00,0.00,108.95,117.75,117.75,0.00,0.00,225.90,244.25,244.25,0.00,0.00,162.60,175.75,175.75,0.00,0.00,2'373.15,2'565.60,2'565.60,0.00,0.00,130.45,140.90,140.90,0.00,0.00,125.80,135.95,135.95,0.00,0.00,128.10,138.45,138.45,0.00,0.00,106.25,114.80,114.80,0.00,0.00,235.60,254.75,254.75,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.20,784.85,784.85,0.00,0.00,,,,,,7'379.50,7'960.60,7'960.60,0.00,0.00
BRABECK,Madame Brabeck,530,,,,,,661.75,712.70,712.70,0.00,0.00,,,,,,392.65,422.90,422.90,0.00,0.00,,,,,,325.85,350.95,350.95,0.00,0.00,542.80,584.60,584.60,0.00,0.00,,,,,,,,,,,273.95,295.05,295.05,0.00,0.00,,,,,,582.75,627.60,627.60,0.00,0.00,2'779.75,2'993.80,2'993.80,0.00,0.00,,,,,,255.20,274.85,274.85,0.00,0.00,,,,,,,,,,,,,,,,394.20,424.55,424.55,0.00,0.00,,,,,,,,,,,,,,,,461.15,496.65,496.65,0.00,0.00,,,,,,518.50,558.45,558.45,0.00,0.00,1'629.05,1'754.50,1'754.50,0.00,0.00,,,,,,307.35,332.25,332.25,0.00,0.00,436.45,471.80,471.80,0.00,0.00,,,,,,380.90,411.75,411.75,0.00,0.00,433.65,468.80,468.80,0.00,0.00,,,,,,162.40,175.55,175.55,0.00,0.00,,,,,,475.65,514.20,514.20,0.00,0.00,376.65,407.15,407.15,0.00,0.00,574.65,621.20,621.20,0.00,0.00,3'147.70,3'402.70,3'402.70,0.00,0.00,,,,,,469.25,507.30,507.30,0.00,0.00,,,,,,391.95,423.70,423.70,0.00,0.00,,,,,,567.75,613.75,613.75,0.00,0.00,590.70,638.55,638.55,0.00,0.00,,,,,,346.55,374.60,374.60,0.00,0.00,384.80,415.95,415.95,0.00,0.00,,,,,,756.15,817.40,817.40,0.00,0.00,3'507.15,3'791.25,3'791.25,0.00,0.00,,,,,,11'063.65,11'942.25,11'942.25,0.00,0.00
BRASS.LIPP,Brasserie LIPP SA,6812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7'643.75,8'263.05,8'263.05,0.00,0.00,18'085.10,19'549.80,19'549.80,0.00,0.00,12'868.25,13'910.65,13'910.65,0.00,0.00,16'839.85,18'203.90,18'203.90,0.00,0.00,15'335.05,16'577.00,16'577.00,0.00,0.00,14'548.55,15'727.10,15'727.10,0.00,0.00,16'100.30,17'404.50,17'404.50,0.00,0.00,101'420.85,109'636.00,109'636.00,0.00,0.00,12'438.00,13'445.40,13'445.40,0.00,0.00,113'858.85,123'081.40,123'081.40,0.00,0.00
BRUSCHETTA,La Bruschetta,570,1'227.00,1'321.50,1'321.50,0.00,0.00,1'972.30,2'124.05,2'124.05,0.00,0.00,1'784.40,1'921.70,1'921.70,0.00,0.00,1'772.75,1'909.10,1'909.10,0.00,0.00,1'689.90,1'820.00,1'820.00,0.00,0.00,1'771.55,1'907.80,1'907.80,0.00,0.00,757.10,815.35,815.35,0.00,0.00,1'211.65,1'304.90,1'304.90,0.00,0.00,1'857.35,2'000.20,2'000.20,0.00,0.00,2'391.30,2'575.15,2'575.15,0.00,0.00,2'033.20,2'189.55,2'189.55,0.00,0.00,1'978.45,2'130.65,2'130.65,0.00,0.00,20'446.95,22'019.95,22'019.95,0.00,0.00,2'266.45,2'441.25,2'441.25,0.00,0.00,2'282.20,2'458.05,2'458.05,0.00,0.00,2'831.60,3'049.80,3'049.80,0.00,0.00,1'912.25,2'059.55,2'059.55,0.00,0.00,1'798.10,1'936.65,1'936.65,0.00,0.00,1'703.00,1'834.05,1'834.05,0.00,0.00,812.10,874.60,874.60,0.00,0.00,1'609.75,1'734.00,1'734.00,0.00,0.00,1'511.45,1'627.95,1'627.95,0.00,0.00,2'560.70,2'758.25,2'758.25,0.00,0.00,2'280.85,2'456.85,2'456.85,0.00,0.00,2'431.55,2'618.85,2'618.85,0.00,0.00,24'000.00,25'849.85,25'849.85,0.00,0.00,2'217.80,2'397.30,2'397.30,0.00,0.00,2'297.80,2'483.95,2'483.95,0.00,0.00,1'645.40,1'778.75,1'778.75,0.00,0.00,1'836.90,1'985.55,1'985.55,0.00,0.00,1'695.10,1'832.40,1'832.40,0.00,0.00,1'578.20,1'706.00,1'706.00,0.00,0.00,866.15,936.35,936.35,0.00,0.00,1'097.05,1'185.80,1'185.80,0.00,0.00,1'575.60,1'703.00,1'703.00,0.00,0.00,1'925.85,2'081.45,2'081.45,0.00,0.00,1'869.25,2'020.55,2'020.55,0.00,0.00,1'771.40,1'914.85,1'914.85,0.00,0.00,20'376.50,22'025.95,22'025.95,0.00,0.00,1'279.55,1'382.80,1'382.80,0.00,0.00,916.90,991.25,991.25,0.00,0.00,1'099.10,1'188.20,1'188.20,0.00,0.00,698.85,755.50,755.50,0.00,0.00,835.90,903.60,903.60,0.00,0.00,614.00,663.55,663.55,0.00,0.00,438.00,473.50,473.50,0.00,0.00,388.70,420.15,420.15,0.00,0.00,931.80,1'007.10,1'007.10,0.00,0.00,714.35,772.15,772.15,0.00,0.00,996.90,1'077.60,1'077.60,0.00,0.00,1'167.05,1'261.55,1'261.55,0.00,0.00,10'081.10,10'896.95,10'896.95,0.00,0.00,635.50,687.05,687.05,0.00,0.00,75'540.05,81'479.75,81'479.75,0.00,0.00
C.V.ILLIEZ,Commune de Val-d'Illiez,6792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.00,97.35,97.35,0.00,0.00,35.00,37.85,37.85,0.00,0.00,78.50,84.85,84.85,0.00,0.00,35.00,37.85,37.85,0.00,0.00,57.00,61.65,61.65,0.00,0.00,51.00,55.15,55.15,0.00,0.00,7.00,7.55,7.55,0.00,0.00,28.00,30.25,30.25,0.00,0.00,92.00,99.45,99.45,0.00,0.00,473.50,511.95,511.95,0.00,0.00,14.00,15.10,15.10,0.00,0.00,,,,,,21.00,22.70,22.70,0.00,0.00,44.00,47.55,47.55,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.00,85.35,85.35,0.00,0.00,,,,,,552.50,597.30,597.30,0.00,0.00
