,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 Total,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017 Total,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 Total,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 Total,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020 Total,,,,,Grand Total,,,,
NYON DRIVI,JACC Sàrl,202,691.05,746.40,746.40,0.00,0.00,1'089.30,1'176.40,1'176.40,0.00,0.00,780.55,843.10,843.10,0.00,0.00,685.75,740.75,740.75,0.00,0.00,1'066.35,1'151.70,1'151.70,0.00,0.00,948.40,1'024.25,1'024.25,0.00,0.00,1'025.10,1'107.10,1'107.10,0.00,0.00,985.90,1'064.80,1'064.80,0.00,0.00,963.35,1'040.50,1'040.50,0.00,0.00,1'154.35,1'246.60,1'246.60,0.00,0.00,900.90,972.85,972.85,0.00,0.00,800.45,864.40,864.40,0.00,0.00,11'091.45,11'978.85,11'978.85,0.00,0.00,919.05,992.45,992.45,0.00,0.00,815.85,881.10,881.10,0.00,0.00,919.60,993.20,993.20,0.00,0.00,951.75,1'027.85,1'027.85,0.00,0.00,1'176.50,1'270.65,1'270.65,0.00,0.00,1'001.95,1'082.20,1'082.20,0.00,0.00,1'359.05,1'467.85,1'467.85,0.00,0.00,1'118.35,1'207.75,1'207.75,0.00,0.00,970.55,1'048.30,1'048.30,0.00,0.00,959.35,1'036.10,1'036.10,0.00,0.00,,,,,,,,,,,10'192.00,11'007.45,11'007.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21'283.45,22'986.30,22'986.30,0.00,0.00
NYON GARE,JACC Sàrl,203,674.85,728.80,728.80,0.00,0.00,880.05,950.50,950.50,0.00,0.00,662.85,715.80,715.80,0.00,0.00,653.10,705.40,705.40,0.00,0.00,835.55,902.45,902.45,0.00,0.00,884.95,955.75,955.75,0.00,0.00,1'001.05,1'081.20,1'081.20,0.00,0.00,839.00,906.15,906.15,0.00,0.00,720.70,778.45,778.45,0.00,0.00,968.40,1'045.90,1'045.90,0.00,0.00,618.20,667.60,667.60,0.00,0.00,640.65,691.95,691.95,0.00,0.00,9'379.35,10'129.95,10'129.95,0.00,0.00,608.05,656.70,656.70,0.00,0.00,582.25,628.85,628.85,0.00,0.00,703.35,759.55,759.55,0.00,0.00,663.45,716.50,716.50,0.00,0.00,730.55,789.05,789.05,0.00,0.00,573.15,618.95,618.95,0.00,0.00,780.60,843.00,843.00,0.00,0.00,619.40,668.90,668.90,0.00,0.00,651.30,703.35,703.35,0.00,0.00,668.15,721.60,721.60,0.00,0.00,190.75,206.00,206.00,0.00,0.00,,,,,,6'771.00,7'312.45,7'312.45,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,2.85,2.85,0.00,0.00,,,,,,,,,,,2.65,2.85,2.85,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16'153.00,17'445.25,17'445.25,0.00,0.00
OBEIRUT,Restaurant Obeirut,44,0.00,-0.05,-0.05,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.05,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,-0.10,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,-0.10,-0.10,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.00,-0.05,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,898.65,970.55,970.55,0.00,0.00,898.65,970.65,970.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.35,601.35,601.35,0.00,0.00,,,,,,,,,,,,,,,,-558.35,-601.35,-601.35,0.00,0.00,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,0.00,0.05,0.05,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.05,0.05,0.00,0.00,898.65,970.75,970.75,0.00,0.00
OUCHY,Restaurant Croix d'Ouchy,407,3'357.70,3'626.45,3'626.45,0.00,0.00,3'011.40,3'252.40,3'252.40,0.00,0.00,3'708.10,4'005.00,4'005.00,0.00,0.00,3'272.30,3'534.20,3'534.20,0.00,0.00,3'018.00,3'259.45,3'259.45,0.00,0.00,3'381.10,3'651.55,3'651.55,0.00,0.00,3'115.40,3'364.50,3'364.50,0.00,0.00,3'091.40,3'338.80,3'338.80,0.00,0.00,3'313.00,3'578.10,3'578.10,0.00,0.00,3'202.10,3'458.25,3'458.25,0.00,0.00,3'516.50,3'797.70,3'797.70,0.00,0.00,2'917.70,3'150.90,3'150.90,0.00,0.00,38'904.70,42'017.30,42'017.30,0.00,0.00,2'482.70,2'681.20,2'681.20,0.00,0.00,2'869.20,3'098.70,3'098.70,0.00,0.00,3'122.50,3'372.20,3'372.20,0.00,0.00,3'100.00,3'347.80,3'347.80,0.00,0.00,3'253.25,3'513.50,3'513.50,0.00,0.00,3'241.20,3'500.50,3'500.50,0.00,0.00,3'543.10,3'826.60,3'826.60,0.00,0.00,3'077.95,3'324.25,3'324.25,0.00,0.00,3'185.60,3'440.45,3'440.45,0.00,0.00,3'458.10,3'734.85,3'734.85,0.00,0.00,3'855.50,4'164.10,4'164.10,0.00,0.00,2'909.10,3'142.00,3'142.00,0.00,0.00,38'098.20,41'146.15,41'146.15,0.00,0.00,3'664.00,3'946.05,3'946.05,0.00,0.00,3'085.30,3'322.65,3'322.65,0.00,0.00,3'047.70,3'282.00,3'282.00,0.00,0.00,2'863.00,3'083.30,3'083.30,0.00,0.00,3'351.75,3'609.75,3'609.75,0.00,0.00,,,,,,4'651.70,5'009.80,5'009.80,0.00,0.00,2'206.00,2'375.75,2'375.75,0.00,0.00,2'942.70,3'168.95,3'168.95,0.00,0.00,3'341.50,3'598.60,3'598.60,0.00,0.00,3'344.20,3'601.50,3'601.50,0.00,0.00,2'812.40,3'028.70,3'028.70,0.00,0.00,35'310.25,38'027.05,38'027.05,0.00,0.00,3'433.25,3'697.10,3'697.10,0.00,0.00,2'940.20,3'166.30,3'166.30,0.00,0.00,3'085.70,3'323.00,3'323.00,0.00,0.00,3'052.50,3'287.20,3'287.20,0.00,0.00,2'850.80,3'070.15,3'070.15,0.00,0.00,2'928.60,3'153.95,3'153.95,0.00,0.00,2'153.50,2'319.15,2'319.15,0.00,0.00,2'302.05,2'478.95,2'478.95,0.00,0.00,2'610.65,2'811.65,2'811.65,0.00,0.00,3'724.60,4'011.30,4'011.30,0.00,0.00,3'306.85,3'560.90,3'560.90,0.00,0.00,2'622.80,2'824.50,2'824.50,0.00,0.00,35'011.50,37'704.15,37'704.15,0.00,0.00,2'972.40,3'201.00,3'201.00,0.00,0.00,3'426.80,3'690.25,3'690.25,0.00,0.00,1'524.25,1'641.55,1'641.55,0.00,0.00,,,,,,562.50,605.80,605.80,0.00,0.00,1'883.00,2'027.85,2'027.85,0.00,0.00,1'912.90,2'060.15,2'060.15,0.00,0.00,2'163.80,2'330.40,2'330.40,0.00,0.00,1'636.60,1'762.75,1'762.75,0.00,0.00,3'989.75,4'296.70,4'296.70,0.00,0.00,396.25,426.75,426.75,0.00,0.00,1'266.10,1'363.55,1'363.55,0.00,0.00,21'734.35,23'406.75,23'406.75,0.00,0.00,169'059.00,182'301.40,182'301.40,0.00,0.00
OURS,GRAPA SA,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.00,583.20,583.20,0.00,0.00,991.30,1'070.55,1'070.55,0.00,0.00,1'957.20,2'113.75,2'113.75,0.00,0.00,2'741.70,2'961.10,2'961.10,0.00,0.00,3'782.90,4'085.55,4'085.55,0.00,0.00,2'872.65,3'102.45,3'102.45,0.00,0.00,1'661.15,1'794.05,1'794.05,0.00,0.00,1'601.00,1'729.05,1'729.05,0.00,0.00,1'750.00,1'890.00,1'890.00,0.00,0.00,,,,,,17'897.90,19'329.70,19'329.70,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17'897.90,19'329.70,19'329.70,0.00,0.00
PALLADIUM,Société d'exploitation des infrastructures touristiques des Dents du Midi SA,6722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1'789.70,1'927.60,1'927.60,0.00,0.00,155.00,166.95,166.95,0.00,0.00,1'462.75,1'575.55,1'575.55,0.00,0.00,3'407.45,3'670.10,3'670.10,0.00,0.00,3'407.45,3'670.10,3'670.10,0.00,0.00
PARC,Hôtel du Parc,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5'963.85,-6'441.00,-6'441.00,0.00,0.00,-5'963.85,-6'441.00,-6'441.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5'963.85,-6'441.00,-6'441.00,0.00,0.00
PARC & LAC,Hôtel Parc & Lac Sàrl,60,,,,,,,,,,,,,,,,,,,,,,,,,,2'909.80,3'142.55,3'142.55,0.00,0.00,6'344.80,6'852.35,6'852.35,0.00,0.00,6'249.10,6'749.10,6'749.10,0.00,0.00,4'987.60,5'386.55,5'386.55,0.00,0.00,4'605.80,4'974.25,4'974.25,0.00,0.00,3'414.55,3'687.75,3'687.75,0.00,0.00,4'299.50,4'643.35,4'643.35,0.00,0.00,32'811.15,35'435.90,35'435.90,0.00,0.00,4'672.00,5'045.70,5'045.70,0.00,0.00,4'148.90,4'480.85,4'480.85,0.00,0.00,5'109.40,5'518.30,5'518.30,0.00,0.00,4'554.40,4'918.80,4'918.80,0.00,0.00,5'517.95,5'959.35,5'959.35,0.00,0.00,6'627.65,7'157.90,7'157.90,0.00,0.00,7'232.55,7'811.20,7'811.20,0.00,0.00,5'015.30,5'416.55,5'416.55,0.00,0.00,6'564.05,7'089.25,7'089.25,0.00,0.00,6'484.10,7'002.80,7'002.80,0.00,0.00,6'202.15,6'698.25,6'698.25,0.00,0.00,5'696.05,6'151.85,6'151.85,0.00,0.00,67'824.50,73'250.80,73'250.80,0.00,0.00,5'992.70,6'454.15,6'454.15,0.00,0.00,5'408.40,5'824.75,5'824.75,0.00,0.00,5'735.65,6'177.30,6'177.30,0.00,0.00,5'198.95,5'599.20,5'599.20,0.00,0.00,6'653.65,7'165.85,7'165.85,0.00,0.00,,,,,,11'564.00,12'454.50,12'454.50,0.00,0.00,7'160.65,7'712.10,7'712.10,0.00,0.00,5'915.70,6'371.25,6'371.25,0.00,0.00,6'464.50,6'962.15,6'962.15,0.00,0.00,6'501.70,7'002.35,7'002.35,0.00,0.00,5'586.60,6'016.60,6'016.60,0.00,0.00,72'182.50,77'740.20,77'740.20,0.00,0.00,6'022.55,6'486.40,6'486.40,0.00,0.00,5'991.60,6'452.90,6'452.90,0.00,0.00,4'285.25,4'615.20,4'615.20,0.00,0.00,5'647.60,6'082.45,6'082.45,0.00,0.00,5'889.45,6'343.00,6'343.00,0.00,0.00,6'265.75,6'748.20,6'748.20,0.00,0.00,7'565.15,8'147.65,8'147.65,0.00,0.00,6'818.80,7'343.90,7'343.90,0.00,0.00,5'532.05,5'957.95,5'957.95,0.00,0.00,6'971.50,7'508.40,7'508.40,0.00,0.00,6'907.60,7'439.60,7'439.60,0.00,0.00,5'247.20,5'651.20,5'651.20,0.00,0.00,73'144.50,78'776.85,78'776.85,0.00,0.00,199.40,214.75,214.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3'596.65,3'873.60,3'873.60,0.00,0.00,426.75,459.60,459.60,0.00,0.00,2'791.65,3'006.60,3'006.60,0.00,0.00,3'962.70,4'267.80,4'267.80,0.00,0.00,5'153.60,5'550.35,5'550.35,0.00,0.00,6'417.80,6'912.00,6'912.00,0.00,0.00,4'747.55,5'113.10,5'113.10,0.00,0.00,4'308.25,4'640.00,4'640.00,0.00,0.00,1'953.95,2'104.40,2'104.40,0.00,0.00,3'856.35,4'153.30,4'153.30,0.00,0.00,37'414.65,40'295.50,40'295.50,0.00,0.00,283'377.30,305'499.25,305'499.25,0.00,0.00
PAUDEZE,Résidence Hôtelière La Paudèze,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.30,199.05,199.05,0.00,0.00,168.75,182.20,182.20,0.00,0.00,143.05,154.50,154.50,0.00,0.00,,,,,,496.10,535.75,535.75,0.00,0.00,297.75,320.65,320.65,0.00,0.00,147.00,158.30,158.30,0.00,0.00,209.60,225.70,225.70,0.00,0.00,266.50,287.05,287.05,0.00,0.00,350.50,377.40,377.40,0.00,0.00,,,,,,545.20,587.10,587.10,0.00,0.00,507.75,546.80,546.80,0.00,0.00,229.75,247.40,247.40,0.00,0.00,193.50,208.40,208.40,0.00,0.00,232.00,249.80,249.80,0.00,0.00,446.80,481.05,481.05,0.00,0.00,3'426.35,3'689.65,3'689.65,0.00,0.00,256.90,276.65,276.65,0.00,0.00,277.40,298.70,298.70,0.00,0.00,278.70,300.10,300.10,0.00,0.00,,,,,,459.75,495.10,495.10,0.00,0.00,276.10,297.30,297.30,0.00,0.00,551.20,593.70,593.70,0.00,0.00,496.30,534.50,534.50,0.00,0.00,332.00,357.55,357.55,0.00,0.00,282.60,304.35,304.35,0.00,0.00,,,,,,487.00,524.45,524.45,0.00,0.00,3'697.95,3'982.40,3'982.40,0.00,0.00,527.00,567.60,567.60,0.00,0.00,311.00,334.90,334.90,0.00,0.00,391.00,421.10,421.10,0.00,0.00,544.00,585.85,585.85,0.00,0.00,138.00,148.60,148.60,0.00,0.00,1'008.00,1'085.55,1'085.55,0.00,0.00,583.50,628.45,628.45,0.00,0.00,520.95,561.00,561.00,0.00,0.00,217.60,234.30,234.30,0.00,0.00,399.10,429.85,429.85,0.00,0.00,313.00,337.05,337.05,0.00,0.00,-164.80,-177.50,-177.50,0.00,0.00,4'788.35,5'156.75,5'156.75,0.00,0.00,12'408.75,13'364.55,13'364.55,0.00,0.00
PCI AIGLE,ORPCI,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.90,140.30,140.30,0.00,0.00,,,,,,,,,,,176.05,190.15,190.15,0.00,0.00,804.40,868.75,868.75,0.00,0.00,,,,,,1'110.35,1'199.20,1'199.20,0.00,0.00,,,,,,,,,,,20.80,22.45,22.45,0.00,0.00,,,,,,,,,,,248.15,268.00,268.00,0.00,0.00,,,,,,,,,,,,,,,,390.60,421.90,421.90,0.00,0.00,162.50,175.45,175.45,0.00,0.00,284.10,306.70,306.70,0.00,0.00,1'106.15,1'194.50,1'194.50,0.00,0.00,,,,,,173.60,187.00,187.00,0.00,0.00,201.10,216.65,216.65,0.00,0.00,,,,,,32.85,35.35,35.35,0.00,0.00,,,,,,539.50,581.05,581.05,0.00,0.00,,,,,,,,,,,310.20,334.15,334.15,0.00,0.00,43.85,47.20,47.20,0.00,0.00,170.50,183.65,183.65,0.00,0.00,1'471.60,1'585.05,1'585.05,0.00,0.00,,,,,,,,,,,398.05,428.60,428.60,0.00,0.00,68.75,74.05,74.05,0.00,0.00,62.15,66.95,66.95,0.00,0.00,,,,,,208.95,225.00,225.00,0.00,0.00,,,,,,495.90,534.00,534.00,0.00,0.00,,,,,,198.40,213.70,213.70,0.00,0.00,,,,,,1'432.20,1'542.30,1'542.30,0.00,0.00,,,,,,555.45,598.20,598.20,0.00,0.00,,,,,,,,,,,1'398.85,1'506.60,1'506.60,0.00,0.00,,,,,,,,,,,,,,,,,,,,,70.75,76.20,76.20,0.00,0.00,188.50,203.05,203.05,0.00,0.00,,,,,,2'213.55,2'384.05,2'384.05,0.00,0.00,7'333.85,7'905.10,7'905.10,0.00,0.00
PHOENIX HO,Hôtel Phoenix,17,1'209.70,1'306.50,1'306.50,0.00,0.00,2'143.00,2'314.50,2'314.50,0.00,0.00,1'743.30,1'882.80,1'882.80,0.00,0.00,1'623.90,1'753.80,1'753.80,0.00,0.00,1'560.80,1'685.65,1'685.65,0.00,0.00,1'747.35,1'887.15,1'887.15,0.00,0.00,960.35,1'037.15,1'037.15,0.00,0.00,1'019.20,1'100.70,1'100.70,0.00,0.00,1'129.15,1'219.50,1'219.50,0.00,0.00,490.20,529.45,529.45,0.00,0.00,493.35,532.80,532.80,0.00,0.00,593.65,641.10,641.10,0.00,0.00,14'713.95,15'891.10,15'891.10,0.00,0.00,586.80,633.70,633.70,0.00,0.00,288.05,311.10,311.10,0.00,0.00,744.70,804.25,804.25,0.00,0.00,667.15,720.55,720.55,0.00,0.00,571.10,616.80,616.80,0.00,0.00,746.60,806.35,806.35,0.00,0.00,519.70,561.25,561.25,0.00,0.00,914.80,988.05,988.05,0.00,0.00,498.25,538.10,538.10,0.00,0.00,819.05,884.60,884.60,0.00,0.00,719.45,777.05,777.05,0.00,0.00,514.70,555.85,555.85,0.00,0.00,7'590.35,8'197.65,8'197.65,0.00,0.00,842.00,906.85,906.85,0.00,0.00,711.50,766.25,766.25,0.00,0.00,714.40,769.40,769.40,0.00,0.00,688.95,742.00,742.00,0.00,0.00,843.00,907.90,907.90,0.00,0.00,,,,,,1'402.75,1'510.75,1'510.75,0.00,0.00,843.70,908.65,908.65,0.00,0.00,808.25,870.50,870.50,0.00,0.00,765.55,824.50,824.50,0.00,0.00,1'084.50,1'168.05,1'168.05,0.00,0.00,1'094.80,1'179.15,1'179.15,0.00,0.00,9'799.40,10'554.00,10'554.00,0.00,0.00,701.50,755.50,755.50,0.00,0.00,664.20,715.35,715.35,0.00,0.00,580.15,624.80,624.80,0.00,0.00,834.40,898.70,898.70,0.00,0.00,659.50,710.25,710.25,0.00,0.00,713.05,768.00,768.00,0.00,0.00,741.30,798.40,798.40,0.00,0.00,851.25,916.85,916.85,0.00,0.00,665.55,716.80,716.80,0.00,0.00,842.55,907.45,907.45,0.00,0.00,696.15,749.75,749.75,0.00,0.00,1'279.95,1'378.55,1'378.55,0.00,0.00,9'229.55,9'940.40,9'940.40,0.00,0.00,1'097.30,1'181.75,1'181.75,0.00,0.00,630.65,679.20,679.20,0.00,0.00,1'081.20,1'164.45,1'164.45,0.00,0.00,786.65,847.25,847.25,0.00,0.00,730.65,786.85,786.85,0.00,0.00,776.10,835.85,835.85,0.00,0.00,690.50,743.60,743.60,0.00,0.00,723.45,779.15,779.15,0.00,0.00,636.00,684.90,684.90,0.00,0.00,852.45,918.10,918.10,0.00,0.00,574.15,618.40,618.40,0.00,0.00,644.05,693.65,693.65,0.00,0.00,9'223.15,9'933.15,9'933.15,0.00,0.00,50'556.40,54'516.30,54'516.30,0.00,0.00
PLANET C-1,Planet Caviar SA,135,3'364.30,3'633.15,3'633.15,0.00,0.00,3'645.55,3'936.90,3'936.90,0.00,0.00,3'302.65,3'566.40,3'566.40,0.00,0.00,3'380.85,3'650.90,3'650.90,0.00,0.00,2'961.10,3'197.85,3'197.85,0.00,0.00,3'787.65,4'090.45,4'090.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2'834.05,3'060.95,3'060.95,0.00,0.00,4'060.00,4'384.85,4'384.85,0.00,0.00,3'311.15,3'575.75,3'575.75,0.00,0.00,3'603.50,3'891.65,3'891.65,0.00,0.00,3'755.15,4'055.45,4'055.45,0.00,0.00,38'005.95,41'044.30,41'044.30,0.00,0.00,3'646.35,3'937.80,3'937.80,0.00,0.00,3'069.90,3'315.70,3'315.70,0.00,0.00,3'901.70,4'213.75,4'213.75,0.00,0.00,3'289.60,3'552.80,3'552.80,0.00,0.00,3'370.10,3'639.85,3'639.85,0.00,0.00,3'372.45,3'642.15,3'642.15,0.00,0.00,3'479.20,3'757.40,3'757.40,0.00,0.00,2'948.50,3'184.30,3'184.30,0.00,0.00,2'895.45,3'127.05,3'127.05,0.00,0.00,3'368.25,3'637.75,3'637.75,0.00,0.00,3'227.00,3'485.15,3'485.15,0.00,0.00,3'365.30,3'634.55,3'634.55,0.00,0.00,39'933.80,43'128.25,43'128.25,0.00,0.00,3'327.15,3'583.10,3'583.10,0.00,0.00,3'209.30,3'456.20,3'456.20,0.00,0.00,3'190.95,3'436.40,3'436.40,0.00,0.00,2'888.55,3'110.75,3'110.75,0.00,0.00,3'529.60,3'801.20,3'801.20,0.00,0.00,,,,,,6'350.25,6'838.30,6'838.30,0.00,0.00,3'481.15,3'748.65,3'748.65,0.00,0.00,2'598.40,2'798.10,2'798.10,0.00,0.00,3'387.25,3'647.45,3'647.45,0.00,0.00,3'438.05,3'702.60,3'702.60,0.00,0.00,3'472.50,3'739.50,3'739.50,0.00,0.00,38'873.15,41'862.25,41'862.25,0.00,0.00,3'388.35,3'649.20,3'649.20,0.00,0.00,3'062.25,3'297.60,3'297.60,0.00,0.00,3'221.65,3'469.35,3'469.35,0.00,0.00,2'872.95,3'094.05,3'094.05,0.00,0.00,3'460.85,3'727.10,3'727.10,0.00,0.00,3'728.25,4'014.95,4'014.95,0.00,0.00,344.60,371.15,371.15,0.00,0.00,,,,,,,,,,,-378.00,-407.10,-407.10,0.00,0.00,,,,,,,,,,,19'700.90,21'216.30,21'216.30,0.00,0.00,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,136'513.80,147'251.10,147'251.10,0.00,0.00
PLANET C-2,Planet Caviar SA,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.80,115.35,115.35,0.00,0.00,,,,,,106.80,115.35,115.35,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.80,115.35,115.35,0.00,0.00
PLANET C-3,Planet Caviar SA,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.80,122.85,122.85,0.00,0.00,,,,,,113.80,122.85,122.85,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.80,122.85,122.85,0.00,0.00
PONT NANT,Auberge Communale Pont de Nant,522,158.10,170.75,170.75,0.00,0.00,42.90,46.30,46.30,0.00,0.00,,,,,,75.30,81.30,81.30,0.00,0.00,,,,,,,,,,,,,,,,153.95,166.30,166.30,0.00,0.00,,,,,,,,,,,,,,,,,,,,,430.25,464.65,464.65,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.50,436.90,436.90,0.00,0.00,404.50,436.90,436.90,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.75,901.55,901.55,0.00,0.00
